age_years,min,availability_ratio,offensive_efficiency,progressive_actions,position,compition,value_tier
26,1775.0,0.9545454545454546,1.2999999999999998,21.0,DF,La Liga,Mid
22,1214.0,0.6,23.7,65.03,DF,La Liga,High
25,1980.0,1.0,0.0,0.0,GK,Premier League,Mid
23,923.0,0.8571428571428571,6.800000000000001,122.0,"FW,MF",Premier League,High
32,1455.0,0.8095238095238095,40.7,83.01,DF,Serie A,High
27,1489.0,0.6521739130434783,8.4,162.0,"MF,FW",Bundesliga,High
28,562.0,1.0,18.5,,MF,Ligue 1,Low
31,431.0,0.45454545454545453,7.6,,FW,Serie A,Low
28,1230.0,0.875,1.7999999999999998,23.0,MF,Ligue 1,Low
31,915.0,0.45454545454545453,4.8,85.0,FW,Serie A,Mid
30,515.0,0.75,6.1,46.0,"FW,MF",Premier League,Low
30,370.0,0.21428571428571427,46.0,,"FW,MF",Ligue 1,Low
22,1451.0,0.6071428571428571,5.9,51.0,MF,Ligue 1,High
22,412.0,0.5,8.2,,FW,Ligue 1,Low
24,716.0,0.6153846153846154,,,DF,Ligue 1,Mid
22,1617.0,0.8,4.8,49.0,FW,Serie A,High
31,1977.0,1.0,10.7,41.8,MF,Ligue 1,High
32,1583.0,1.0,26.0,0.02,DF,La Liga,Mid
20,1884.0,0.9130434782608695,77.0,0.13,DF,Bundesliga,High
19,1479.0,0.8571428571428571,2.2,29.0,DF,Serie A,High
24,926.0,0.6875,5.6,61.0,FW,Premier League,Mid
23,754.0,0.6923076923076923,,,MF,Bundesliga,Mid
31,2143.0,1.0,7.4,39.0,DF,Premier League,High
27,941.0,0.7142857142857143,9.7,76.0,FW,Bundesliga,Mid
29,703.0,0.2,49.0,,"DF,MF",Bundesliga,Mid
25,1466.0,0.8421052631578947,0.8999999999999999,93.0,MF,Bundesliga,High
25,557.0,0.8571428571428571,2.2,,DF,Bundesliga,Low
23,2184.0,1.0,3.1,190.0,DF,Bundesliga,High
30,2029.0,0.8888888888888888,4.3,72.0,"MF,FW",Premier League,High
36,2340.0,1.0,0.0,0.0,GK,Ligue 1,Mid
23,1092.0,0.5789473684210527,23.1,51.03,MF,Bundesliga,Mid
25,910.0,0.5294117647058824,4.1,59.0,MF,Bundesliga,Mid
28,1816.0,0.9565217391304348,2.7,143.0,DF,Bundesliga,High
26,1641.0,0.8260869565217391,9.5,15.02,MF,Serie A,Mid
23,1626.0,0.9523809523809523,8.8,1.02,DF,Serie A,Mid
27,2250.0,1.0,0.0,0.0,GK,Bundesliga,Mid
30,1530.0,1.0,0.01,0.0,GK,Bundesliga,Low
22,388.0,0.35714285714285715,,,"FW,MF",Serie A,Mid
31,316.0,0.42857142857142855,2.3,21.0,"FW,MF",La Liga,Low
27,633.0,0.2222222222222222,3.2,48.0,MF,Bundesliga,Low
22,1753.0,1.0,48.0,0.04,DF,Ligue 1,High
28,363.0,0.5,6.5,,FW,Bundesliga,Low
31,2520.0,1.0,0.01,0.0,GK,Ligue 1,Mid
29,1778.0,0.8076923076923077,39.6,73.01,DF,Premier League,High
25,1878.0,0.9565217391304348,2.8,7.0,DF,Premier League,Mid
27,1302.0,0.85,3.4000000000000004,48.0,MF,Serie A,Mid
26,304.0,0.14285714285714285,,,MF,La Liga,Low
31,1530.0,1.0,0.0,0.0,GK,Serie A,Low
25,1683.0,0.9166666666666666,2.9000000000000004,95.0,MF,Bundesliga,High
25,1782.0,0.9130434782608695,2.2,98.0,DF,Serie A,High
22,813.0,0.5294117647058824,4.300000000000001,88.0,DF,Premier League,Mid
30,926.0,0.35,4.1,77.0,"DF,MF",Serie A,Low
27,1841.0,0.9545454545454546,3.6999999999999997,145.0,DF,Premier League,High
31,441.0,0.8333333333333334,,,MF,Premier League,Low
27,356.0,0.5714285714285714,22.0,,FW,Serie A,Low
20,1741.0,0.9090909090909091,18.6,67.04,"DF,MF",Bundesliga,High
27,1539.0,0.72,11.3,62.0,FW,Bundesliga,High
28,1784.0,0.8,4.4,174.0,"MF,FW",Premier League,High
25,2117.0,0.92,4.4,183.0,DF,Ligue 1,High
37,1303.0,0.8947368421052632,4.9,154.0,MF,La Liga,Mid
29,1800.0,1.0,0.0,0.0,GK,La Liga,Mid
38,1812.0,0.9523809523809523,5.4,1.05,DF,Premier League,Low
32,2430.0,1.0,0.0,0.0,GK,Serie A,Mid
21,1338.0,0.625,20.0,27.2,FW,Ligue 1,High
22,918.0,0.75,2.5,59.0,DF,Bundesliga,Mid
27,1816.0,0.9166666666666666,6.9,100.9,"FW,MF",Ligue 1,High
25,1935.0,1.0,0.0,0.0,GK,La Liga,Mid
23,1294.0,0.5384615384615384,43.8,60.16,"MF,FW",Ligue 1,High
22,1390.0,0.7142857142857143,2.5,79.0,DF,Serie A,High
23,538.0,0.6153846153846154,2.0,39.0,FW,Premier League,Low
27,324.0,0.4,9.1,,"DF,MF",Bundesliga,Low
35,510.0,0.8333333333333334,0.0,,GK,Bundesliga,Low
25,869.0,0.4444444444444444,9.02,0.12,MF,Ligue 1,Low
33,1472.0,0.8095238095238095,4.8,73.0,MF,Ligue 1,Mid
27,2136.0,1.0,4.9,164.0,MF,Bundesliga,High
22,646.0,0.6153846153846154,0.8,23.0,MF,Premier League,Low
31,2430.0,1.0,0.0,0.0,GK,Serie A,Mid
26,1229.0,0.8421052631578947,4.3,42.8,DF,Bundesliga,Mid
28,1769.0,0.9523809523809523,97.0,0.05,DF,Serie A,High
34,986.0,0.6875,4.2,13.9,FW,Ligue 1,Low
33,2313.0,0.9615384615384616,1.6,43.0,DF,Serie A,Mid
31,2200.0,1.0,19.2,21.02,DF,Premier League,High
22,471.0,0.4444444444444444,,,DF,Bundesliga,Mid
31,1367.0,1.0,0.07,0.07,DF,Bundesliga,Low
27,507.0,0.5555555555555556,12.5,,DF,Ligue 1,Low
30,1554.0,0.7727272727272727,4.0,52.0,"MF,FW",La Liga,Mid
23,342.0,0.3333333333333333,25.0,,DF,La Liga,Mid
25,1878.0,0.9545454545454546,6.9,64.0,"FW,MF",Premier League,High
22,593.0,0.8571428571428571,,,DF,Bundesliga,Mid
26,843.0,0.5555555555555556,4.1,63.0,MF,Ligue 1,Mid
34,900.0,1.0,0.0,0.0,GK,Bundesliga,Low
34,900.0,1.0,0.0,0.0,GK,Bundesliga,Low
21,568.0,0.6363636363636364,23.6,,DF,Serie A,Mid
29,2340.0,1.0,0.0,0.0,GK,La Liga,Mid
32,1249.0,0.56,3.1,82.0,"FW,MF",Serie A,Mid
25,1347.0,0.8333333333333334,5.1000000000000005,115.0,DF,Bundesliga,High
21,598.0,0.6666666666666666,0.0,,DF,Serie A,Low
32,2297.0,0.9285714285714286,13.5,40.0,"FW,MF",Ligue 1,High
23,454.0,0.5555555555555556,40.6,,FW,Serie A,High
28,1999.0,0.8461538461538461,3.8,80.0,MF,Premier League,High
19,321.0,0.2727272727272727,10.3,,"MF,DF",Serie A,Low
30,1412.0,0.9411764705882353,7.0,0.04,DF,Serie A,Low
24,924.0,0.6666666666666666,0.02,0.02,MF,Premier League,Low
31,361.0,0.25,19.0,,"DF,FW",Ligue 1,Low
33,373.0,0.13333333333333333,8.4,,FW,La Liga,Low
24,630.0,1.0,6.3,,DF,Premier League,Low
23,2029.0,1.0,82.0,0.04,MF,La Liga,High
26,1955.0,0.9166666666666666,3.4000000000000004,47.0,MF,Bundesliga,High
26,522.0,0.42857142857142855,43.0,,"MF,FW",Ligue 1,Mid
22,565.0,1.0,,,DF,Ligue 1,Mid
27,2517.0,1.0,5.4,49.0,MF,Ligue 1,High
30,1212.0,0.7777777777777778,2.2,115.0,DF,Serie A,Mid
30,623.0,0.8571428571428571,0.0,,GK,Serie A,Low
24,1520.0,0.7272727272727273,4.3,117.0,MF,Bundesliga,High
29,802.0,0.5714285714285714,9.6,,"DF,MF",Bundesliga,Low
26,1210.0,0.5833333333333334,2.8,58.0,MF,Bundesliga,Mid
22,470.0,0.2727272727272727,,,DF,Bundesliga,Low
27,1315.0,0.7777777777777778,10.0,0.04,DF,Bundesliga,Low
27,328.0,0.2727272727272727,,,DF,Bundesliga,Low
29,723.0,0.8,,,DF,Premier League,Low
28,1338.0,0.8421052631578947,8.0,97.0,"FW,MF",Premier League,High
21,598.0,0.3125,1.0,20.0,MF,Bundesliga,Low
34,1280.0,0.75,7.199999999999999,73.0,"FW,MF",Bundesliga,Mid
29,1936.0,0.9166666666666666,3.4,32.1,MF,Bundesliga,Mid
27,1377.0,0.7142857142857143,43.2,42.02,DF,Serie A,High
28,1269.0,0.9333333333333333,22.9,26.04,DF,Premier League,Mid
23,1250.0,0.6818181818181818,5.699999999999999,21.0,FW,La Liga,Mid
25,1759.0,0.88,7.7,57.4,FW,Serie A,High
23,1687.0,0.9523809523809523,3.5,124.0,DF,Premier League,High
36,710.0,0.23809523809523808,10.3,5.5,FW,La Liga,Low
34,1104.0,0.8823529411764706,1.7,57.0,"DF,MF",La Liga,Low
29,371.0,0.5714285714285714,,,MF,La Liga,Low
25,611.0,0.7777777777777778,51.0,,DF,Ligue 1,Mid
27,1614.0,0.6666666666666666,41.9,184.17,FW,Serie A,High
27,1422.0,0.7619047619047619,3.0,109.0,DF,Bundesliga,High
19,357.0,0.2727272727272727,8.0,,MF,Serie A,Mid
21,520.0,0.75,65.0,,"FW,MF",Premier League,High
21,326.0,0.14285714285714285,3.3,74.0,"FW,MF",Ligue 1,Low
21,1018.0,0.45,3.5999999999999996,74.0,FW,Premier League,Mid
26,993.0,0.6666666666666666,12.0,0.13,MF,Bundesliga,Low
29,605.0,0.3333333333333333,2.2,71.0,"MF,FW",La Liga,Low
24,1283.0,0.6086956521739131,4.9,68.0,MF,Bundesliga,Mid
29,630.0,1.0,64.0,,DF,Ligue 1,Mid
29,1372.0,0.9411764705882353,158.0,0.09,DF,Ligue 1,High
32,1662.0,1.0,0.0,0.0,GK,Serie A,Low
22,1803.0,0.9130434782608695,5.0,64.2,"MF,FW",Bundesliga,High
27,1655.0,0.9090909090909091,10.0,39.0,FW,La Liga,High
30,2316.0,1.0,5.0,158.0,DF,Ligue 1,High
27,1764.0,0.8333333333333334,2.4,7.0,DF,Bundesliga,Mid
30,1425.0,0.6666666666666666,3.9,178.0,MF,Ligue 1,High
24,2520.0,1.0,1.6,12.04,DF,Ligue 1,High
29,2101.0,0.9230769230769231,56.0,0.09,MF,Serie A,High
27,813.0,0.5,42.0,0.12,"MF,DF",La Liga,Mid
24,2151.0,0.96,3.1999999999999997,140.0,DF,Bundesliga,High
30,1008.0,0.7857142857142857,3.9,103.0,MF,Ligue 1,Mid
27,430.0,0.36363636363636365,,,DF,Premier League,Low
30,2520.0,1.0,3.5999999999999996,86.0,DF,Premier League,High
37,1440.0,1.0,0.06,0.03,GK,Serie A,Low
23,1936.0,0.8333333333333334,6.0,166.0,"DF,MF",Ligue 1,High
24,1367.0,0.9411764705882353,4.7,86.0,"MF,FW",Premier League,High
20,950.0,0.5555555555555556,1.4000000000000001,48.0,DF,Ligue 1,Mid
23,1264.0,0.7142857142857143,24.6,14.07,MF,La Liga,Mid
17,319.0,0.0625,3.7,54.0,FW,Bundesliga,Low
30,996.0,0.5555555555555556,19.4,66.03,DF,La Liga,Mid
30,2340.0,1.0,0.0,0.0,GK,La Liga,Mid
35,1371.0,0.64,6.2,17.0,FW,Bundesliga,Low
20,535.0,0.3076923076923077,28.0,,"DF,MF",Serie A,Mid
33,2070.0,1.0,0.0,0.0,GK,Serie A,Mid
22,304.0,0.8,37.0,,MF,La Liga,Mid
26,1319.0,1.0,14.6,171.0,"FW,MF",Ligue 1,High
23,503.0,0.2857142857142857,,,DF,Serie A,Mid
23,450.0,0.8571428571428571,14.3,,FW,Premier League,Low
23,1107.0,0.8235294117647058,5.5,101.0,"FW,MF",Ligue 1,High
27,1768.0,0.9523809523809523,48.8,44.02,DF,Premier League,High
22,2422.0,1.0,6.5,26.0,DF,Ligue 1,High
21,684.0,0.7272727272727273,6.0,,DF,Serie A,Mid
20,558.0,0.35714285714285715,0.6,19.0,FW,Bundesliga,Low
27,572.0,0.25,15.0,,"FW,MF",Ligue 1,Mid
21,691.0,0.8,11.0,,DF,Premier League,Mid
29,937.0,0.6666666666666666,18.4,73.15,MF,Ligue 1,Mid
29,590.0,0.7,3.8,65.0,"MF,FW",Ligue 1,Low
26,622.0,0.35294117647058826,1.0,,MF,Bundesliga,Low
24,1001.0,0.5217391304347826,3.0,75.0,MF,Serie A,Mid
25,1997.0,0.9166666666666666,16.3,99.0,FW,Bundesliga,High
22,2007.0,0.8214285714285714,6.5,160.0,MF,Ligue 1,High
25,1708.0,0.8260869565217391,5.3,30.7,MF,Premier League,Mid
25,525.0,0.21052631578947367,48.0,,DF,Premier League,Mid
24,1321.0,0.7272727272727273,7.5,81.0,FW,Bundesliga,High
23,2209.0,1.0,127.0,0.03,DF,Ligue 1,High
27,639.0,0.5,,,DF,Premier League,Low
30,525.0,0.75,13.6,,"MF,FW",Ligue 1,Low
30,1353.0,0.7894736842105263,7.4,94.0,"FW,MF",Ligue 1,Mid
28,1309.0,0.8095238095238095,25.8,41.06,MF,Ligue 1,Mid
28,1859.0,0.9523809523809523,36.9,68.02,DF,Serie A,High
32,1896.0,1.0,3.3,129.0,DF,Serie A,High
20,953.0,0.631578947368421,4.6,40.0,"FW,MF",Bundesliga,Mid
24,663.0,0.2857142857142857,14.8,,DF,Premier League,Mid
33,337.0,0.6,2.0,2.0,DF,Premier League,Low
25,2012.0,0.9583333333333334,2.8,27.0,DF,Serie A,High
22,1929.0,0.875,5.4,138.0,MF,Serie A,High
27,2239.0,1.0,23.9,12.6,FW,Premier League,High
23,1000.0,0.43478260869565216,8.399999999999999,39.7,FW,La Liga,Mid
28,1687.0,0.9166666666666666,4.8,139.0,"MF,FW",La Liga,High
26,2070.0,1.0,63.0,0.11000000000000001,DF,La Liga,High
28,1902.0,0.96,25.0,0.09,MF,La Liga,High
30,2503.0,1.0,119.0,0.12,MF,Ligue 1,High
20,887.0,0.9090909090909091,36.0,0.1,DF,Ligue 1,Mid
25,2134.0,1.0,2.5999999999999996,99.0,MF,Bundesliga,High
36,390.0,0.625,,,FW,Ligue 1,Low
27,1176.0,0.36,5.8,197.0,"FW,MF",Premier League,High
21,384.0,0.5,4.2,,MF,Premier League,Low
31,323.0,0.4444444444444444,,,DF,Ligue 1,Low
31,1663.0,0.8571428571428571,2.4,155.0,DF,Ligue 1,High
32,2160.0,1.0,0.0,0.0,GK,Bundesliga,Mid
23,945.0,0.9090909090909091,0.0,0.0,GK,Premier League,Low
34,1588.0,0.875,10.8,42.9,"MF,FW",La Liga,Mid
31,557.0,0.4,56.0,,MF,La Liga,Mid
36,1469.0,0.8421052631578947,29.8,69.03,DF,Bundesliga,Mid
32,2287.0,1.0,8.4,188.0,DF,Premier League,High
28,453.0,0.6,5.1,88.0,FW,Premier League,Low
28,1315.0,1.0,6.5,107.0,"FW,MF",Premier League,High
21,1954.0,0.8571428571428571,57.2,166.03,DF,Ligue 1,High
23,588.0,0.6153846153846154,1.2,15.0,"FW,MF",Serie A,Low
26,536.0,0.42857142857142855,21.1,,DF,Premier League,Mid
25,450.0,0.7142857142857143,5.5,53.0,MF,La Liga,Low
32,419.0,0.8333333333333334,,,DF,Serie A,Low
23,2151.0,1.0,2.7,27.0,DF,Bundesliga,High
20,2001.0,1.0,6.3,159.0,DF,Serie A,High
24,439.0,0.29411764705882354,3.7,22.0,"FW,MF",Ligue 1,Low
19,951.0,0.5294117647058824,6.7,36.02,MF,Ligue 1,Mid
29,1214.0,0.9333333333333333,7.03,0.06,DF,Serie A,Low
25,2268.0,1.0,13.3,28.2,FW,La Liga,High
25,1660.0,0.7037037037037037,8.3,53.9,"MF,DF",Ligue 1,High
24,1977.0,1.0,28.3,153.03,DF,Bundesliga,High
26,1297.0,0.9375,11.06,0.01,DF,Bundesliga,Mid
28,300.0,0.5,,,DF,Ligue 1,Low
28,426.0,1.0,15.0,,DF,Bundesliga,Low
22,690.0,0.5,33.0,,"DF,MF",Bundesliga,Mid
28,1668.0,0.8260869565217391,19.0,0.08,MF,La Liga,Mid
24,1985.0,0.8846153846153846,4.800000000000001,153.0,DF,Serie A,High
23,667.0,0.2777777777777778,13.4,,"MF,DF",La Liga,Mid
24,1632.0,1.0,112.0,0.15,DF,Ligue 1,High
20,368.0,0.6666666666666666,0.4,3.4,DF,La Liga,Low
27,1756.0,1.0,11.0,0.02,DF,La Liga,Mid
24,2031.0,0.8846153846153846,8.1,179.0,"FW,MF",La Liga,High
31,1935.0,1.0,4.6,16.0,DF,Premier League,Mid
21,1431.0,0.6818181818181818,36.3,84.1,"DF,MF",Ligue 1,High
29,1479.0,0.8947368421052632,13.0,0.09,DF,Premier League,Mid
36,1283.0,0.4074074074074074,3.5,23.0,FW,Premier League,Low
24,731.0,0.5,2.5,44.0,"MF,FW",Bundesliga,Low
24,1055.0,0.7333333333333333,21.0,0.07,DF,Serie A,Mid
31,492.0,0.4166666666666667,2.7,74.0,DF,La Liga,Low
31,1262.0,0.5,4.4,36.0,MF,Serie A,Low
20,1502.0,0.72,10.8,54.3,MF,La Liga,High
19,314.0,0.8,8.0,,DF,Bundesliga,Mid
27,1521.0,0.85,1.3,6.0,DF,Bundesliga,Mid
36,905.0,0.5882352941176471,30.0,0.27999999999999997,MF,Serie A,Low
31,1718.0,0.782608695652174,2.0,165.0,DF,Premier League,High
21,2250.0,1.0,1.7,98.0,DF,Bundesliga,High
27,615.0,0.5454545454545454,54.0,,DF,Serie A,Mid
26,689.0,0.5,3.2,12.1,"FW,MF",Serie A,Low
30,608.0,0.42857142857142855,3.0,56.0,MF,Serie A,Low
34,604.0,0.6666666666666666,0.6,,DF,La Liga,Low
30,1963.0,0.75,4.9,192.0,MF,Ligue 1,High
30,1604.0,0.9523809523809523,226.0,0.08,MF,Ligue 1,High
29,677.0,0.3333333333333333,43.0,,MF,Serie A,Mid
29,1826.0,0.8,6.4,18.2,MF,La Liga,Mid
26,2160.0,1.0,0.0,0.0,GK,Serie A,Mid
24,462.0,0.5714285714285714,14.0,,DF,Ligue 1,Low
33,897.0,0.5,11.6,40.01,"FW,MF",La Liga,Low
22,1181.0,0.7222222222222222,56.0,0.06,"DF,MF",Ligue 1,High
28,961.0,0.7333333333333333,56.0,0.16,DF,La Liga,Mid
22,410.0,0.11764705882352941,3.8,39.0,"MF,FW",Premier League,Low
24,815.0,0.5,,,MF,Serie A,Mid
28,1580.0,0.8260869565217391,3.9000000000000004,87.0,MF,Serie A,High
28,708.0,0.4,2.0,66.0,"MF,FW",La Liga,Low
25,696.0,0.5333333333333333,0.0,,MF,Serie A,Low
25,630.0,1.0,0.0,,GK,La Liga,Low
28,562.0,0.2777777777777778,2.1,9.0,FW,Premier League,Low
21,634.0,0.7777777777777778,1.1,,DF,Ligue 1,Low
23,1741.0,0.8076923076923077,43.8,61.1,MF,Ligue 1,High
23,1535.0,0.9444444444444444,2.1,19.0,DF,La Liga,Mid
23,1461.0,0.9444444444444444,13.2,23.9,FW,Serie A,Mid
25,1928.0,0.9130434782608695,6.4,126.0,"MF,FW",Serie A,High
31,1550.0,1.0,0.01,0.01,DF,Bundesliga,Low
28,1180.0,0.5714285714285714,19.6,55.07,DF,Serie A,Mid
30,355.0,0.4444444444444444,3.0,38.0,"MF,FW",Ligue 1,Low
31,1310.0,0.9375,1.8,8.07,DF,Serie A,Low
27,2349.0,1.0,68.0,0.11000000000000001,MF,Serie A,High
34,468.0,0.4,2.0,11.0,"FW,MF",Premier League,Low
26,351.0,0.36363636363636365,6.3,,FW,Bundesliga,Low
32,1166.0,0.8235294117647058,59.0,0.07,DF,Premier League,Mid
25,1750.0,0.9523809523809523,2.6,149.0,DF,Premier League,High
25,739.0,0.7272727272727273,,,DF,Premier League,Mid
29,2340.0,1.0,0.0,0.0,GK,Premier League,Mid
33,1405.0,0.8333333333333334,0.01,0.01,DF,Premier League,Low
28,2520.0,1.0,9.8,22.1,MF,Premier League,High
27,2143.0,0.9615384615384616,11.3,39.9,FW,Premier League,High
23,1181.0,0.631578947368421,55.4,106.15,"DF,FW",Ligue 1,High
28,1498.0,0.85,21.0,0.18,DF,Premier League,Mid
30,554.0,1.0,15.0,,"FW,MF",Premier League,Low
27,1264.0,0.875,5.0,0.07,MF,Bundesliga,Low
28,1839.0,0.9545454545454546,5.4,135.0,"DF,FW",Bundesliga,High
27,747.0,0.4,4.8,22.0,FW,La Liga,Low
32,1258.0,0.7368421052631579,13.3,106.0,FW,Premier League,Mid
27,1304.0,0.7894736842105263,8.3,80.0,"FW,MF",Bundesliga,Mid
25,2155.0,0.9285714285714286,2.5,241.0,DF,Premier League,High
30,1282.0,0.6666666666666666,43.5,10.14,DF,Bundesliga,Mid
26,2429.0,1.0,14.0,7.06,DF,Ligue 1,High
32,343.0,0.5714285714285714,8.2,,MF,Serie A,Low
28,1855.0,0.9166666666666666,11.8,86.2,FW,La Liga,High
21,1368.0,0.56,95.0,0.22,DF,Premier League,High
20,1993.0,0.96,8.0,179.0,FW,La Liga,High
34,1459.0,0.8947368421052632,5.0,137.0,FW,Premier League,High
23,1807.0,0.88,7.8,150.0,MF,Premier League,High
31,1239.0,0.7894736842105263,11.5,21.6,FW,Premier League,Low
26,453.0,0.2222222222222222,46.0,,FW,Premier League,Mid
21,1139.0,0.8888888888888888,5.5,76.0,"FW,MF",Bundesliga,High
24,694.0,0.5333333333333333,20.0,,FW,Bundesliga,Mid
27,839.0,0.9,14.06,0.04,MF,Serie A,Low
19,521.0,0.5555555555555556,16.5,,"FW,MF",Bundesliga,Mid
26,1178.0,0.4444444444444444,6.1,39.0,FW,Premier League,Mid
34,1404.0,0.6818181818181818,11.0,0.08,"DF,MF",La Liga,Low
25,790.0,0.9,10.0,,DF,Premier League,Mid
23,345.0,0.23076923076923078,2.7,41.0,FW,Bundesliga,Low
27,1141.0,0.6666666666666666,2.9,104.0,DF,Bundesliga,Mid
23,611.0,0.2,3.0,32.0,"MF,FW",Bundesliga,Low
31,446.0,0.2222222222222222,2.1,5.0,FW,Premier League,Low
31,372.0,0.7142857142857143,8.0,,FW,Premier League,Low
21,861.0,0.9090909090909091,6.02,0.14,DF,Ligue 1,Low
26,1611.0,0.7619047619047619,1.6,5.0,DF,Premier League,Mid
28,552.0,0.75,,,MF,Ligue 1,Low
30,2294.0,0.9642857142857143,6.8999999999999995,197.0,MF,Premier League,High
31,967.0,0.6470588235294118,11.0,0.11,DF,La Liga,Low
25,1494.0,0.8095238095238095,13.4,23.13,MF,Premier League,Mid
17,587.0,0.6666666666666666,,,DF,Ligue 1,Mid
34,2238.0,1.0,8.0,0.02,DF,Bundesliga,Mid
37,1278.0,0.7368421052631579,1.2,45.0,DF,Premier League,Low
35,1907.0,0.9130434782608695,114.0,0.08,DF,Ligue 1,High
27,1892.0,0.9583333333333334,11.5,76.2,FW,Serie A,High
23,660.0,0.7777777777777778,,,DF,Bundesliga,Mid
30,2021.0,1.0,9.3,71.2,"FW,MF",Premier League,High
17,524.0,0.25,23.3,,"MF,DF",Ligue 1,Mid
26,338.0,0.6666666666666666,,,MF,Premier League,Low
23,850.0,0.6,4.7,41.0,"MF,FW",Bundesliga,Mid
30,639.0,0.7,20.0,,DF,La Liga,Low
21,1444.0,0.7391304347826086,1.8,108.0,DF,Serie A,High
27,2100.0,1.0,5.3,166.0,MF,Serie A,High
24,746.0,0.6,92.0,,"MF,FW",Serie A,High
23,890.0,0.9230769230769231,6.699999999999999,103.0,"MF,FW",Serie A,Mid
22,611.0,0.45454545454545453,1.4,35.0,DF,Serie A,Low
31,838.0,0.5882352941176471,3.3,52.0,FW,Serie A,Low
30,554.0,0.7,1.6,55.0,"DF,MF",Serie A,Low
24,617.0,0.21052631578947367,30.0,,MF,La Liga,Mid
27,919.0,1.0,56.0,0.13,DF,Ligue 1,Mid
27,354.0,0.5,1.3,24.0,"DF,MF",Ligue 1,Low
23,1454.0,0.8947368421052632,41.2,48.02,DF,Premier League,High
28,902.0,0.5789473684210527,89.0,0.4,"FW,MF",Ligue 1,High
28,1710.0,1.0,0.0,0.0,GK,Bundesliga,Mid
23,742.0,0.5,4.9,86.0,"FW,DF",Ligue 1,Mid
28,1715.0,0.7777777777777778,8.2,126.0,MF,Serie A,High
22,406.0,0.4444444444444444,,,DF,Serie A,Low
26,1654.0,0.9523809523809523,2.5999999999999996,245.0,DF,Premier League,High
21,532.0,0.36363636363636365,2.9,15.0,FW,Serie A,Low
30,572.0,0.46153846153846156,15.0,,"FW,MF",Premier League,Low
31,1275.0,0.8947368421052632,4.7,26.0,FW,Bundesliga,Low
23,450.0,1.0,33.0,,DF,Serie A,Mid
28,1386.0,0.9411764705882353,22.3,1.06,DF,Premier League,Mid
25,1707.0,0.9047619047619048,1.0,97.0,DF,La Liga,High
24,2141.0,0.96,1.6,164.0,MF,La Liga,High
24,2306.0,1.0,14.8,272.0,MF,Premier League,High
32,762.0,0.4444444444444444,1.9,47.0,FW,Serie A,Low
31,1630.0,0.875,5.5,93.0,"MF,FW",Serie A,High
